account,opportunity_id,sales_agent,deal_stage,product,created_date,close_date,close_value
Isdom,R8PEL8V8,Cecily Lampkin,Won,MG Advanced,2016-12-24,2017-03-16,2955.0
Condax,L1R32S8H,Corliss Cosme,Won,GTX Plus Pro,2016-12-24,2017-03-26,5228.0
Toughzap,J7N8J8NM,Darcel Schlecht,Won,MG Advanced,2016-12-24,2017-03-14,3358.0
Green-Plus,TO7PGVP1,Elease Gluck,Lost,GTX Plus Pro,2016-12-24,2017-03-29,0.0
Codehow,A051G1B4,Jonathan Berthelot,Won,GTX Basic,2016-12-24,2017-03-31,517.0
Dontechi,NMDMM5YJ,Moses Frase,Won,GTX Basic,2016-12-24,2017-03-03,615.0
Domzoom,LWPJEV3U,Niesha Huffines,Lost,GTX Basic,2016-12-24,2017-03-10,0.0
Condax,I93ZFHEM,Versie Hillebrand,Won,MG Special,2016-12-24,2017-03-08,62.0
Isdom,B2VJCVBB,Darcel Schlecht,Won,GTX Plus Pro,2016-12-25,2017-03-13,4711.0
Kinnamplus,F90O03ZH,Donn Cantrell,Lost,GTXPro,2016-12-25,2017-03-23,0.0
Yearin,PC78RLUX,Garret Kinder,Won,GTX Basic,2016-12-25,2017-03-30,510.0
Warephase,X6GL64T5,Gladys Colclough,Won,GTXPro,2016-12-25,2017-03-25,4891.0
Green-Plus,OWM3BPGW,Hayden Neloms,Won,GTX Plus Basic,2016-12-25,2017-03-17,926.0
Betatech,RP5PS9A5,Lajuana Vencill,Won,MG Special,2016-12-25,2017-03-10,56.0
Ontomedia,F2PW7WP2,Violet Mclelland,Won,MG Special,2016-12-25,2017-03-05,47.0
Rangreen,GK8YD2XW,Darcel Schlecht,Lost,GTX Basic,2016-12-26,2017-03-23,0.0
Nam-zim,U4LRR9E9,James Ascencio,Won,GTX Plus Pro,2016-12-26,2017-03-10,6490.0
Treequote,9N55D1AH,Niesha Huffines,Won,MG Advanced,2016-12-26,2017-03-02,3841.0
Faxquote,WI4PODA2,Kary Hendrixson,Won,GTX Plus Pro,2016-12-27,2017-03-15,5256.0
Kan-code,VF1V41RI,Markita Hansen,Lost,MG Special,2016-12-27,2017-03-28,0.0
Sonron,1B4L7TNG,Markita Hansen,Lost,MG Advanced,2016-12-27,2017-03-25,0.0
Conecom,MZAN11FT,Anna Snelling,Won,GTX Basic,2016-12-28,2017-03-01,625.0
Warephase,0IO00FNS,Darcel Schlecht,Lost,GTXPro,2016-12-28,2017-03-16,0.0
Conecom,8S6TNXYB,Darcel Schlecht,Won,GTXPro,2016-12-28,2017-03-22,3952.0
Konex,MOLGOSGE,Kary Hendrixson,Won,GTX Plus Pro,2016-12-28,2017-03-13,5515.0
Vehement Capital Partners,FA1VHZSV,Reed Clapper,Won,MG Special,2016-12-28,2017-03-16,57.0
Konmatfix,PXQEX039,Versie Hillebrand,Won,MG Special,2016-12-28,2017-03-28,51.0
Fasehatice,RX56S6G3,Vicki Laflamme,Won,MG Advanced,2016-12-28,2017-03-13,3803.0
Rundofase,G4F8W039,Anna Snelling,Won,GTX Plus Pro,2016-12-29,2017-03-27,5459.0
Stanredtax,4T31MWVO,Anna Snelling,Won,MG Advanced,2016-12-29,2017-03-23,4148.0
Ganjaflex,83XN082U,Corliss Cosme,Won,GTX Plus Pro,2016-12-29,2017-03-23,5002.0
Gekko & Co,J21W3WIW,Corliss Cosme,Won,MG Advanced,2016-12-29,2017-03-03,3351.0
Domzoom,52UPJFYI,Gladys Colclough,Won,GTX Basic,2016-12-29,2017-03-19,571.0
Goodsilron,QOL51JIB,James Ascencio,Won,GTX Basic,2016-12-29,2017-03-10,601.0
Zoomit,93AGN8A6,Markita Hansen,Won,GTX Basic,2016-12-29,2017-03-13,576.0
Funholding,J7UNJFJL,Marty Freudenburg,Won,MG Special,2016-12-29,2017-03-03,52.0
Fasehatice,A4H5ESTU,Maureen Marcano,Won,GTX Plus Basic,2016-12-29,2017-03-13,1185.0
Gekko & Co,8EZ04VQB,Reed Clapper,Lost,GTX Plus Basic,2016-12-29,2017-03-28,0.0
Plexzap,4501T63I,Rosalina Dieter,Won,MG Special,2016-12-29,2017-03-14,56.0
Opentech,FPNGEJRC,Violet Mclelland,Won,MG Special,2016-12-29,2017-03-29,54.0
Xx-holding,S33WRL0Y,Zane Levy,Won,GTXPro,2016-12-29,2017-03-13,4818.0
Codehow,Q7IRUJK7,Anna Snelling,Won,GTX Plus Pro,2017-01-01,2017-03-01,5087.0
Opentech,DTZPYISJ,Daniell Hammack,Won,GTX Plus Basic,2017-01-01,2017-03-19,1116.0
Gogozoom,Y9HWSG8Z,Darcel Schlecht,Won,GTX Basic,2017-01-01,2017-03-20,510.0
Streethex,JOQCXC9Z,Jonathan Berthelot,Won,GTX Basic,2017-01-01,2017-03-16,565.0
Finjob,AP7PCLAZ,Kami Bicknell,Won,GTX Basic,2017-01-01,2017-03-26,633.0
Xx-zobam,BIE471SO,Reed Clapper,Won,MG Advanced,2017-01-01,2017-03-29,3962.0
Y-corporation,UA8AWDG4,Vicki Laflamme,Won,MG Advanced,2017-01-01,2017-03-22,3672.0
Goodsilron,FZDRB789,Zane Levy,Won,GTXPro,2017-01-01,2017-03-18,4586.0
Hottechi,PC1NUL8Q,Anna Snelling,Won,MG Special,2017-01-02,2017-03-02,60.0
Dontechi,F1X5ZJ7V,Jonathan Berthelot,Won,GTX Basic,2017-01-02,2017-05-04,572.0
Goodsilron,IF7MJ88P,Kary Hendrixson,Won,GTX Basic,2017-01-02,2017-03-01,550.0
Sonron,06B7XWPC,Kary Hendrixson,Won,GTXPro,2017-01-02,2017-03-17,4125.0
Zumgoity,12MQ3WM8,Marty Freudenburg,Won,MG Advanced,2017-01-02,2017-03-10,3647.0
Dontechi,91M6FY8S,Moses Frase,Won,GTX Basic,2017-01-02,2017-03-21,573.0
Zencorporation,0LNZRNEU,Violet Mclelland,Won,GTX Basic,2017-01-02,2017-03-29,542.0
Donware,NKOKUS7D,Cassey Cress,Won,MG Advanced,2017-01-03,2017-03-12,3479.0
Ganjaflex,NF6GCTMV,Daniell Hammack,Lost,MG Advanced,2017-01-03,2017-03-22,0.0
Stanredtax,I4UCA7CU,Darcel Schlecht,Won,GTX Plus Basic,2017-01-03,2017-03-21,1012.0
Doncon,1LI7ETNZ,James Ascencio,Won,GTX Plus Basic,2017-01-03,2017-03-06,990.0
Sunnamplex,N36DEZBR,James Ascencio,Won,GTXPro,2017-01-03,2017-03-18,4374.0
Finjob,77ZECYVJ,Kary Hendrixson,Lost,GTX Basic,2017-01-03,2017-03-17,0.0
Xx-holding,IRB461Y7,Kary Hendrixson,Won,GTX Plus Basic,2017-01-03,2017-03-30,1054.0
Scotfind,NM2Q3CGW,Vicki Laflamme,Won,MG Special,2017-01-03,2017-03-15,55.0
Ganjaflex,OEEUEIPJ,Violet Mclelland,Lost,MG Special,2017-01-03,2017-03-05,0.0
Iselectrics,5E14LG51,Boris Faz,Won,GTX Plus Basic,2017-01-04,2017-03-25,1073.0
Genco Pura Olive Oil Company,TIAGZQ54,Cecily Lampkin,Lost,MG Advanced,2017-01-04,2017-03-20,0.0
Faxquote,CRX91A45,Kary Hendrixson,Won,GTX Basic,2017-01-04,2017-03-16,586.0
Treequote,ZOQ8RC86,Marty Freudenburg,Won,GTXPro,2017-01-04,2017-05-05,4667.0
Hottechi,SV4SOO2K,Vicki Laflamme,Won,GTX Plus Basic,2017-01-04,2017-03-28,880.0
Plexzap,ITHR5WLF,Vicki Laflamme,Won,MG Advanced,2017-01-04,2017-03-12,3676.0
Funholding,279625VN,Anna Snelling,Lost,MG Advanced,2017-01-05,2017-03-25,0.0
Treequote,RK52YU8S,Darcel Schlecht,Lost,GTXPro,2017-01-05,2017-03-09,0.0
Opentech,E8EY51IC,Garret Kinder,Lost,GTX Plus Basic,2017-01-05,2017-03-26,0.0
Treequote,HG07LMHI,Jonathan Berthelot,Won,GTXPro,2017-01-05,2017-03-19,4716.0
Blackzim,85XNDIK1,Kary Hendrixson,Lost,GTX Basic,2017-01-05,2017-03-30,0.0
Goodsilron,2U54WYQ1,Vicki Laflamme,Won,GTXPro,2017-01-05,2017-03-23,4211.0
Funholding,VCA1WAB0,Anna Snelling,Lost,MG Advanced,2017-01-06,2017-03-21,0.0
Codehow,MXNVX2AM,Darcel Schlecht,Lost,GTXPro,2017-01-06,2017-03-18,0.0
Toughzap,1G866GH4,Darcel Schlecht,Won,MG Special,2017-01-06,2017-03-17,56.0
Rundofase,WDG0B1IR,Gladys Colclough,Lost,MG Special,2017-01-06,2017-03-23,0.0
Funholding,Q5CABPMO,Gladys Colclough,Won,MG Special,2017-01-06,2017-03-23,44.0
Konex,HHBA93J5,Kary Hendrixson,Won,GTX Basic,2017-01-06,2017-03-27,532.0
Treequote,R0W6A9BG,Lajuana Vencill,Lost,GTX Basic,2017-01-06,2017-05-10,0.0
Zumgoity,P5EGQ0HI,Lajuana Vencill,Lost,GTX Basic,2017-01-06,2017-03-20,0.0
Kinnamplus,L1EJIE5L,Reed Clapper,Lost,GTXPro,2017-01-06,2017-03-17,0.0
Domzoom,S3XI6YB3,Versie Hillebrand,Lost,GTX Basic,2017-01-06,2017-03-24,0.0
Isdom,BBC3JB3H,Anna Snelling,Won,GTX Basic,2017-01-07,2017-03-08,622.0
Cancity,7XVLKX8G,Cecily Lampkin,Lost,GTX Plus Pro,2017-01-07,2017-03-05,0.0
Xx-zobam,OX4P78HP,Corliss Cosme,Won,GTX Plus Basic,2017-01-07,2017-03-16,1257.0
Lexiqvolax,72LNJRY9,Maureen Marcano,Won,GTX Plus Basic,2017-01-07,2017-03-25,1135.0
Hottechi,8C2WG2FB,Zane Levy,Lost,MG Advanced,2017-01-07,2017-03-28,0.0
Newex,L0345WKB,Zane Levy,Won,GTXPro,2017-01-07,2017-03-14,4313.0
dambase,S24L8LVR,Anna Snelling,Won,GTX Plus Pro,2017-01-08,2017-03-18,5210.0
Ron-tech,JXWXEJXE,Lajuana Vencill,Won,MG Special,2017-01-08,2017-03-27,47.0
Konex,W2JCRPLX,Markita Hansen,Won,MG Advanced,2017-01-08,2017-03-22,3220.0
Donware,1M2I2NXQ,Rosie Papadopoulos,Won,MG Special,2017-01-08,2017-03-26,47.0
Yearin,54EGR0AD,Violet Mclelland,Won,MG Special,2017-01-08,2017-03-25,63.0
Betatech,VT5Y73GX,Anna Snelling,Won,MG Special,2017-01-09,2017-03-15,56.0
Rundofase,8O9V7UOZ,Anna Snelling,Won,MG Special,2017-01-09,2017-03-01,65.0
Donquadtech,GIIC5H9X,Boris Faz,Won,GTX Plus Pro,2017-01-09,2017-03-19,5743.0
Mathtouch,9WMU7YHD,Cassey Cress,Won,MG Special,2017-01-09,2017-03-03,53.0
Betasoloin,8BQMFR86,Corliss Cosme,Won,GTX Plus Pro,2017-01-09,2017-03-30,4974.0
Ontomedia,DDCC6ZPK,Donn Cantrell,Won,MG Advanced,2017-01-09,2017-03-25,3892.0
Betasoloin,YMGWLEHY,Garret Kinder,Won,GTXPro,2017-01-09,2017-03-21,3822.0
Inity,FKS9MVF6,Jonathan Berthelot,Won,GTX Basic,2017-01-09,2017-03-02,504.0
Xx-holding,HF8ABDF6,Rosalina Dieter,Won,MG Advanced,2017-01-09,2017-03-29,3145.0
Finjob,SIRC44NM,Vicki Laflamme,Won,GTX Basic,2017-01-09,2017-03-27,564.0
Fasehatice,7S6SHJJG,Zane Levy,Won,GTX Plus Basic,2017-01-09,2017-03-14,1117.0
Inity,ZE84UHHB,Anna Snelling,Won,MG Special,2017-01-10,2017-03-26,59.0
Finhigh,2R3ZA84D,Darcel Schlecht,Won,MG Special,2017-01-10,2017-03-28,52.0
Kan-code,LTTYTAXA,Donn Cantrell,Won,GTXPro,2017-01-10,2017-03-24,4694.0
Plusstrip,ZWFPD71J,Kami Bicknell,Won,GTXPro,2017-01-10,2017-03-06,5620.0
Singletechno,T5C527Z9,Kary Hendrixson,Won,GTX Plus Basic,2017-01-10,2017-03-08,1095.0
Conecom,XC4LTIEO,Lajuana Vencill,Lost,GTX Basic,2017-01-10,2017-05-02,0.0
Ron-tech,AEBF9M5T,Lajuana Vencill,Won,GTX Basic,2017-01-10,2017-03-30,489.0
Golddex,EV46ES18,Markita Hansen,Won,GTX Plus Pro,2017-01-10,2017-03-16,5908.0
Xx-holding,ID3IJHUS,Markita Hansen,Won,MG Advanced,2017-01-10,2017-03-11,3820.0
Hottechi,YBJ72HKE,Maureen Marcano,Lost,GTX Plus Basic,2017-01-10,2017-03-12,0.0
Rantouch,5DEO8EDS,Vicki Laflamme,Won,GTX Basic,2017-01-10,2017-03-20,581.0
Funholding,WPXAMXD2,Darcel Schlecht,Lost,GTX Plus Pro,2017-01-11,2017-03-10,0.0
Gogozoom,A4BBDK82,Jonathan Berthelot,Won,GTX Basic,2017-01-11,2017-03-28,585.0
Nam-zim,4XCJP60W,Kami Bicknell,Won,GTX Basic,2017-01-11,2017-05-06,572.0
Zumgoity,CDKX2A19,Lajuana Vencill,Won,MG Advanced,2017-01-11,2017-03-12,3669.0
Golddex,344I60EI,Markita Hansen,Won,GTX Plus Basic,2017-01-11,2017-03-16,1091.0
Rangreen,YI30GSB5,Marty Freudenburg,Lost,GTX Plus Basic,2017-01-11,2017-03-31,0.0
Donquadtech,0IYQX303,Reed Clapper,Won,GTXPro,2017-01-11,2017-03-17,4905.0
Vehement Capital Partners,6IMUQYMN,Corliss Cosme,Won,GTX Basic,2017-01-12,2017-03-10,540.0
Zumgoity,N9GAZ6B6,Gladys Colclough,Won,MG Special,2017-01-12,2017-03-20,49.0
Globex Corporation,8O3IYWSM,Jonathan Berthelot,Won,GTX Basic,2017-01-12,2017-05-17,513.0
Gogozoom,R3OR0J5C,Lajuana Vencill,Won,MG Special,2017-01-12,2017-03-30,54.0
Yearin,RXV4UXRE,Violet Mclelland,Won,MG Special,2017-01-12,2017-03-23,56.0
Konmatfix,5AKGNKX1,Anna Snelling,Won,MG Special,2017-01-13,2017-03-16,58.0
Treequote,KNLMLTJH,Anna Snelling,Won,MG Special,2017-01-13,2017-03-27,58.0
Nam-zim,G9GH5KV5,Kami Bicknell,Won,GTXPro,2017-01-13,2017-03-21,4453.0
Plusstrip,H06UZJH8,Kary Hendrixson,Lost,MG Special,2017-01-13,2017-05-08,0.0
Nam-zim,K1RXVUG9,Kary Hendrixson,Won,GTX Basic,2017-01-13,2017-03-14,619.0
Xx-holding,1QT3STIA,Maureen Marcano,Won,GTX Plus Pro,2017-01-13,2017-05-14,5163.0
Green-Plus,070M5M6X,Maureen Marcano,Won,GTXPro,2017-01-13,2017-03-25,4071.0
Donquadtech,DFTR2O9K,Reed Clapper,Won,MG Special,2017-01-13,2017-05-08,56.0
Sumace,S9MECO24,Violet Mclelland,Lost,MG Advanced,2017-01-13,2017-03-31,0.0
Zotware,EJSFO67U,Donn Cantrell,Won,GTXPro,2017-01-14,2017-03-29,4375.0
Golddex,SKTD4GGU,Kami Bicknell,Won,GTX Basic,2017-01-14,2017-03-28,610.0
Hatfan,SNAPG5KC,Vicki Laflamme,Lost,MG Advanced,2017-01-14,2017-05-05,0.0
Xx-holding,561707V4,Vicki Laflamme,Won,GTXPro,2017-01-14,2017-03-17,4554.0
Konex,J28ZRO9G,Wilburn Farren,Won,MG Advanced,2017-01-14,2017-05-18,2880.0
Initech,KZ8Q0AFX,Corliss Cosme,Lost,GTX Plus Basic,2017-01-15,2017-05-02,0.0
Scotfind,AOOFHH6F,Markita Hansen,Won,MG Special,2017-01-15,2017-05-18,60.0
Condax,5U9Y1P87,Maureen Marcano,Won,GTX Basic,2017-01-15,2017-03-21,688.0
Goodsilron,J0Y91LUA,Maureen Marcano,Won,GTX Plus Pro,2017-01-15,2017-03-22,6142.0
Green-Plus,YBRZQFEO,Maureen Marcano,Won,GTXPro,2017-01-15,2017-03-31,4939.0
Warephase,PHR8KB1Y,Niesha Huffines,Won,GTX Plus Pro,2017-01-15,2017-05-15,6270.0
Acme Corporation,TBZMXKH4,Wilburn Farren,Won,MG Advanced,2017-01-15,2017-03-29,3833.0
Bubba Gump,WNXZ1FGS,Daniell Hammack,Lost,GTX Plus Basic,2017-01-16,2017-03-28,0.0
Hottechi,6389JY2H,Moses Frase,Won,MG Special,2017-01-16,2017-06-02,57.0
Cancity,SZ81H1PM,Versie Hillebrand,Won,MG Special,2017-01-16,2017-03-17,47.0
Donware,M842E8JB,Violet Mclelland,Lost,MG Special,2017-01-16,2017-03-13,0.0
Plussunin,JRJ7DBW5,Daniell Hammack,Lost,MG Advanced,2017-01-17,2017-03-19,0.0
Inity,N9C0OCYY,Gladys Colclough,Won,MG Special,2017-01-17,2017-05-04,57.0
Genco Pura Olive Oil Company,R7XZAIWS,Jonathan Berthelot,Won,MG Advanced,2017-01-17,2017-03-14,3257.0
Sunnamplex,FFO5WOHT,Kami Bicknell,Won,GTX Basic,2017-01-17,2017-05-08,511.0
Y-corporation,XHHJ48MJ,Kami Bicknell,Won,GTX Basic,2017-01-17,2017-03-14,607.0
Cheers,YAR5GGA4,Markita Hansen,Won,GTX Plus Pro,2017-01-17,2017-03-29,5120.0
Hottechi,NOVPMLOV,Niesha Huffines,Won,GTX Plus Basic,2017-01-17,2017-03-23,1343.0
Rundofase,UPHN2I1Q,Niesha Huffines,Won,MG Special,2017-01-17,2017-05-14,55.0
Faxquote,NN9R2Y4W,Vicki Laflamme,Won,MG Special,2017-01-17,2017-03-30,49.0
The New York Inquirer,977FJ9QQ,Boris Faz,Lost,GTX Basic,2017-01-18,2017-03-29,0.0
Zotware,A6Y1V5Z0,Garret Kinder,Won,GTXPro,2017-01-18,2017-06-04,4426.0
Groovestreet,NU8LWEWU,James Ascencio,Won,GTX Plus Pro,2017-01-18,2017-05-03,5264.0
Conecom,PFHS80CR,Jonathan Berthelot,Lost,GTXPro,2017-01-18,2017-05-20,0.0
Dontechi,904203D6,Moses Frase,Won,MG Special,2017-01-18,2017-03-29,59.0
Opentech,Z0TSV030,Garret Kinder,Won,GTX Basic,2017-01-19,2017-03-30,617.0
Codehow,8C4QM1X6,Gladys Colclough,Won,GTX Basic,2017-01-19,2017-06-04,565.0
Sonron,NOPI41RP,James Ascencio,Won,GTX Basic,2017-01-19,2017-03-01,511.0
Rantouch,2536CW3V,Kami Bicknell,Lost,GTX Plus Basic,2017-01-19,2017-05-08,0.0
Faxquote,AC5YXLIR,Kary Hendrixson,Won,MG Special,2017-01-19,2017-03-30,60.0
Plexzap,HSGJKH6U,Kary Hendrixson,Won,MG Advanced,2017-01-19,2017-03-29,3407.0
Xx-holding,4TZF9N1D,Kary Hendrixson,Won,MG Advanced,2017-01-19,2017-03-28,3273.0
Y-corporation,HNKZ2IC6,Markita Hansen,Lost,GTX Plus Basic,2017-01-19,2017-03-26,0.0
Sunnamplex,BB6TCH8B,Markita Hansen,Lost,MG Special,2017-01-19,2017-05-05,0.0
Gogozoom,IMTPZV7J,Moses Frase,Won,MG Advanced,2017-01-19,2017-05-01,3363.0
Xx-holding,6NXY7144,Vicki Laflamme,Won,GTX Basic,2017-01-19,2017-03-31,365.0
Lexiqvolax,KBKHKULU,Zane Levy,Won,GTX Plus Pro,2017-01-19,2017-03-18,4869.0
Ontomedia,INMJIFTF,Corliss Cosme,Won,GTX Basic,2017-01-20,2017-06-06,599.0
Konex,FUVQ5UKB,Daniell Hammack,Won,MG Advanced,2017-01-20,2017-05-20,3194.0
Condax,O462ARMZ,Garret Kinder,Won,GTX Plus Pro,2017-01-20,2017-06-05,5429.0
Hottechi,6DCKCXDC,Jonathan Berthelot,Won,GTXPro,2017-01-20,2017-05-05,5008.0
Domzoom,QVF0JRM5,Jonathan Berthelot,Won,MG Advanced,2017-01-20,2017-03-28,3459.0
Xx-holding,7QGG2LO3,Kary Hendrixson,Lost,GTXPro,2017-01-20,2017-05-25,0.0
Hottechi,Y6HNPIIT,Kary Hendrixson,Won,GTXPro,2017-01-20,2017-03-07,4559.0
Labdrill,IBKRO1AN,Kary Hendrixson,Won,GTXPro,2017-01-20,2017-03-28,4221.0
Warephase,3TDWLPMV,Lajuana Vencill,Lost,MG Advanced,2017-01-20,2017-03-11,0.0
Domzoom,JN1ZFD18,Lajuana Vencill,Won,MG Special,2017-01-20,2017-03-06,56.0
Nam-zim,ZE7ILYKB,Markita Hansen,Won,GTXPro,2017-01-20,2017-05-03,5508.0
Codehow,SRFVQ0HG,Moses Frase,Lost,GTX Plus Basic,2017-01-20,2017-03-24,0.0
Lexiqvolax,D7H1EGS9,Zane Levy,Lost,GTX Basic,2017-01-20,2017-03-20,0.0
Cancity,1DDW2GQW,Anna Snelling,Lost,MG Advanced,2017-01-21,2017-03-09,0.0
Ron-tech,WPGTHV8V,Darcel Schlecht,Won,GTX Basic,2017-01-21,2017-03-19,657.0
J-Texon,6GNJMYMO,Kami Bicknell,Lost,GTXPro,2017-01-21,2017-05-05,0.0
Scottech,GWAT8UWK,Lajuana Vencill,Won,GTX Basic,2017-01-21,2017-03-25,638.0
Betatech,IZD69C5Q,Marty Freudenburg,Won,MG Special,2017-01-21,2017-06-06,41.0
Initech,QFU565JJ,Rosie Papadopoulos,Won,GTX Plus Pro,2017-01-21,2017-05-07,5582.0
Konmatfix,Z5BCBTAO,Versie Hillebrand,Won,MG Special,2017-01-21,2017-05-20,60.0
Y-corporation,2KKRRM1G,Zane Levy,Won,GTX Plus Basic,2017-01-21,2017-05-03,1036.0
Funholding,RLUGVSNV,Darcel Schlecht,Won,GTX Plus Basic,2017-01-22,2017-05-12,943.0
Kan-code,ZKSJ1DOK,Elease Gluck,Won,GTX Basic,2017-01-22,2017-06-07,581.0
Codehow,K8RQWTP4,Jonathan Berthelot,Lost,MG Special,2017-01-22,2017-05-15,0.0
Toughzap,RSZC6BMW,Moses Frase,Won,GTX Basic,2017-01-22,2017-05-07,538.0
Donquadtech,O7YNBRX0,Reed Clapper,Won,GTX Plus Basic,2017-01-22,2017-03-28,1100.0
Inity,AAYV8GV4,Anna Snelling,Lost,MG Advanced,2017-01-23,2017-05-05,0.0
Finhigh,EDEBWIOX,Cecily Lampkin,Lost,MG Advanced,2017-01-23,2017-05-28,0.0
Hottechi,VAH6Y3F6,Jonathan Berthelot,Won,GTX Plus Basic,2017-01-23,2017-05-17,1039.0
dambase,4U431MNA,Lajuana Vencill,Lost,MG Special,2017-01-23,2017-05-11,0.0
Umbrella Corporation,5HKAT5GS,Reed Clapper,Won,GTX Plus Basic,2017-01-23,2017-05-10,1076.0
Konex,F5VDTC4M,Rosalina Dieter,Lost,MG Special,2017-01-23,2017-05-06,0.0
Rantouch,UO4KXDBC,Rosalina Dieter,Lost,MG Special,2017-01-23,2017-05-23,0.0
Rundofase,TBIW957T,Versie Hillebrand,Won,MG Special,2017-01-23,2017-03-16,53.0
Statholdings,MSEIIH95,Versie Hillebrand,Won,MG Advanced,2017-01-23,2017-03-23,3046.0
Acme Corporation,V4324HG4,Violet Mclelland,Lost,MG Special,2017-01-23,2017-05-06,0.0
Scotfind,N852D2Z8,Zane Levy,Lost,GTX Basic,2017-01-23,2017-03-30,0.0
Kan-code,CF1CSNPX,Daniell Hammack,Won,GTXPro,2017-01-24,2017-03-31,5140.0
Warephase,NOXNFJ2L,Darcel Schlecht,Won,GTX Plus Basic,2017-01-24,2017-05-17,1067.0
Opentech,3LJAJVHR,Cassey Cress,Lost,GTXPro,2017-01-25,2017-05-29,0.0
Zathunicon,NN6CSUWT,Daniell Hammack,Won,GTX Plus Basic,2017-01-25,2017-03-21,1065.0
Lexiqvolax,X69POZIN,Kary Hendrixson,Won,GTX Basic,2017-01-25,2017-05-06,481.0
J-Texon,4FAEDB16,Markita Hansen,Lost,GTX Basic,2017-01-25,2017-05-22,0.0
Dalttechnology,CPGCT81C,Maureen Marcano,Won,GTX Basic,2017-01-25,2017-03-06,499.0
Acme Corporation,TK9T01QM,Reed Clapper,Lost,GTXPro,2017-01-25,2017-05-07,0.0
Bioplex,P13DDOTM,Rosie Papadopoulos,Won,MG Special,2017-01-25,2017-03-08,59.0
Hottechi,1PN7TVPX,Vicki Laflamme,Lost,MG Special,2017-01-25,2017-05-01,0.0
Initech,9ZKORPL2,Violet Mclelland,Won,MG Special,2017-01-25,2017-05-09,45.0
Sonron,1ZCOKNNI,Zane Levy,Won,GTXPro,2017-01-25,2017-05-14,5743.0
Vehement Capital Partners,BVYMJ6TD,Cassey Cress,Won,GTX Plus Pro,2017-01-26,2017-05-13,6117.0
Domzoom,W5ADQ9SH,Darcel Schlecht,Lost,GTXPro,2017-01-26,2017-05-26,0.0
The New York Inquirer,VXX8GJGY,Donn Cantrell,Won,GTX Plus Basic,2017-01-26,2017-03-19,1158.0
Kinnamplus,ES9L0DXE,Garret Kinder,Won,MG Special,2017-01-26,2017-05-22,59.0
Dalttechnology,AANB25RH,Kami Bicknell,Lost,GTX Plus Basic,2017-01-26,2017-05-24,0.0
Xx-holding,36PTGLTW,Maureen Marcano,Won,MG Advanced,2017-01-26,2017-03-24,3106.0
Newex,6WTNSL1T,Rosalina Dieter,Won,MG Advanced,2017-01-26,2017-03-19,2982.0
Hottechi,PV1DISEC,Zane Levy,Won,GTX Plus Pro,2017-01-26,2017-03-16,6101.0
Treequote,S6BG03TB,Anna Snelling,Won,GTX Plus Pro,2017-01-27,2017-05-08,5883.0
Xx-zobam,2YOW2BI0,Corliss Cosme,Won,GTX Plus Pro,2017-01-27,2017-05-22,5051.0
Statholdings,IQ9KYZCG,Darcel Schlecht,Won,GTX Plus Basic,2017-01-27,2017-05-11,1155.0
Bluth Company,AWDOKG69,Garret Kinder,Lost,GTX Basic,2017-01-27,2017-05-10,0.0
Cheers,C4AFMVFM,James Ascencio,Won,GTX Plus Pro,2017-01-27,2017-03-06,5616.0
Golddex,WK6ERCGR,James Ascencio,Won,GTX Plus Pro,2017-01-27,2017-06-06,5116.0
Condax,64DJ954O,Kary Hendrixson,Won,GTX Plus Basic,2017-01-27,2017-03-30,1136.0
Finhigh,84V18DBW,Anna Snelling,Won,GTX Plus Basic,2017-01-28,2017-06-01,1216.0
Hottechi,WFY0S4WW,Anna Snelling,Won,GTX Plus Basic,2017-01-28,2017-05-02,1089.0
Condax,HA1KXAIS,Cassey Cress,Won,MG Advanced,2017-01-28,2017-06-04,3908.0
Dontechi,EAYD98X2,Darcel Schlecht,Lost,GTXPro,2017-01-28,2017-05-27,0.0
Finhigh,YR4W59KS,Darcel Schlecht,Lost,GTXPro,2017-01-28,2017-05-18,0.0
Streethex,SNFW1FD7,Darcel Schlecht,Won,MG Advanced,2017-01-28,2017-05-07,3369.0
J-Texon,2EOF1QCY,James Ascencio,Won,GTX Plus Pro,2017-01-28,2017-05-20,5259.0
Y-corporation,O5O4ZAAC,Maureen Marcano,Lost,GTX Plus Basic,2017-01-28,2017-05-08,0.0
Bubba Gump,YBAKNQ8Z,Reed Clapper,Lost,MG Advanced,2017-01-28,2017-03-30,0.0
Condax,QY6HCHDH,Anna Snelling,Won,MG Special,2017-01-29,2017-05-25,52.0
Acme Corporation,CZ3XOD03,Boris Faz,Won,GTX Plus Pro,2017-01-29,2017-05-11,5772.0
Umbrella Corporation,LQ44KCMI,Cassey Cress,Lost,GTXPro,2017-01-29,2017-03-13,0.0
Domzoom,WVJBVA61,Cecily Lampkin,Won,MG Advanced,2017-01-29,2017-03-21,3496.0
Finjob,MV9AO6WU,Elease Gluck,Won,MG Advanced,2017-01-29,2017-03-12,3602.0
Yearin,VS2G74XQ,Garret Kinder,Won,MG Special,2017-01-29,2017-03-09,57.0
Funholding,Q37IWCG1,Gladys Colclough,Won,MG Special,2017-01-29,2017-05-11,51.0
Sonron,CUR03RXO,Hayden Neloms,Won,MG Advanced,2017-01-29,2017-06-14,3689.0
